0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
১৪,,"২৫০ েয্যা জেনারিল হািপাতাল, টাঙ্গাইল",১২৮,১০,০,৭,০,০,০,০,০,৮০,২২,১২,আরে,
জমাট,,,৫৫৬০,৮০৩,৫৫১,৭০৫,০,১৬,৬,৭,৪,১২৮৪২,১১৫৫,৮১৭,৬২ টি,
১,ময়মনরিংহ,"ময়মনরিংহ জমরডরকল করলে হািপাতাল, ময়মনরিংহ",২১০,২০,১০,২২,০,০,০,০,০,৬৫০,৪৫,২৯,আরে,
২,,"জেলা িদি হািপাতাল, জনত্ররকাণা",৩৬,০,০,০,০,০,০,০,০,১৩৩,০,১১,প্রকৃয়াধীন,
৩,,"২৫০ জেড জেনারিল হািপাতাল,োমালপুি",১০০,২,২,০,০,০,০,০,০,১৪০,১৮,২,আরে,
৪,,"২৫০ জেড জেনারিল হািপাতাল,জেিপুি",১০০,০,০,০,০,০,০,০,০,১৩০,২,৭,আরে,
৫,,"করমউরনটি জেেড জমরডরকল করলে হািপাতাল, ময়মনরিংহ।",৫০,০,০,০,০,০,০,০,০,১৫০,০,০,নাই,
জমাট,,,৪৯৬,২২,১২,২২,০,০,০,০,০,১২০৩,৬৫,৪৯,৩ টি,
**,চট্টগ্রাম মহানগি,,৯১৭,৬৪,১৬,৩৮,২,০,০,১,৪,১৪৬৭,১০৮,৮৬,"১০ টাি মরে ৮টিরত
আরে",
১,চট্টগ্রাম,চট্টগ্রাম (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),১২১,০,০,০,০,০,০,০,০,৫২৬,৬,২৪,নাই,
২,,কক্সোোি (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),৩৬৬,১০,১১,২৭,০,০,০,০,০,১৪০২,৪০,২৫৮,আরে,
৩,,োন্দািোন (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),১৫৯,০,০,২,০,০,০,০,০,২১৯,৬,৫২,আরে,
৪,,িাঙ্গামাটি (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),১৪৩,০,০,০,০,০,০,০,০,৩১৭,১,৪০,নাই,
৫,,খাগড়ােরড় (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),৫০,০,০,০,০,০,০,০,০,১৮২,৫,১০,নাই,
৬,,জফনী (উপরেলা স্বাস্থ্য কমরেক্স িমূহ িহ),১৪০,১০,০,৫,০,০,০,০,০,৫০০,৭,৩৮,আরে,
৭,,"মঙ্গলকারন্দ ২০ েয্যা হািপাতাল, জিানাগােী, জফনী",২০,০,০,০,০,০,০,০,০,৬,০,০,নাই,
৮,,জনায়াখালী (েহীদ ভুলু জেরডয়াম করিানা জিন্টাি),১১০,১০,০,২,০,০,০,০,০,৩৩০,৮,১০,আরে,
৯,,লক্ষীপুি (১০০েয্যা িদি হািপাতাল ও উপরেলা িমূহ িহ),৩০,৩,০,২,০,০,০,০,০,১৮০,৯,১৫,নাই,
১০,,"২৫০ েয্যা রেরেষ্ট জেনারিল হািপাতাল,চাঁদপুি",১৫০,৩,০,২,০,০,০,০,০,২৭৭,৩,২৮,নাই,
১১,,কুরমল্লা (কুরমল্লা জমরডরকলক করলে হািপাতাল),১৫৬,৩০,০,৯,০,০,০,০,০,২১৭,৫৬,৬৮,আরে,
১২,,"জেনারিল হািপাতাল,কুরমল্লা",৩০,০,০,০,০,০,০,০,০,১৬৯,৮,২০,আরে,
১৩,,ব্রাহ্মণোড়ীয়া (১০০েয্যা িদি হািপাতাল ও উপরেলা িমূহ িহ),৩৫৫,০,০,৫,০,০,০,০,০,৬১৯,০,৫৮,আরে,
জমাট,,,২৭৪৭,১৩০,২৭,৯২,২,০,০,১,৪,৬৪১১,২৫৭,৭০৭,১৫ টি,
১,িােোহী,"আধুরনক িদি হািপাতাল, চাঁপাইনোেগঞ্জ",১০,০,০,২,০,০,০,০,০,২১৮,৮,২৪,আরে,
২,,"জেলা িদি হািপাতাল ,নওগাঁ",৫,০,০,৩,০,০,০,০,০,২১৮,৯,১০,আরে,
৩,,"জমাহাম্মাদ আলী হািপাতাল,েগুড়া",৫২,৮,১০,৮,০,০,০,০,০,২৭৭,১৮,১০,আরে,
৪,,"আধুরনক িদি হািপাতাল, নারটাি",৫,০,০,২,০,০,০,০,০,৩৫০,২,২০,আরে,
৫,,"িােোহী জমরডরকল করলে হািপাতাল, িােোহী",২৪,০,০,২০,০,০,০,০,০,১৪০০,৯১,৩০০,আরে,
৬,,"েহীদ রেয়াউি িহমান জমরডরকল করলে হািপাতাল,েগুড়া",৫০,২০,০,৮,০,০,০,০,০,৫০,২৭,২৭,আরে,
৭,,"টিএমএিএি, েগুড়া",২১,১০,৫,১৩,০,০,০,০,০,৩৮০,১০,২৩,নাই,
৮,,"জেনারিল হািপাতাল , পােনা",১০,০,০,৬,০,০,০,০,০,৪৫০,১,২১,আরে,
৯,,"েঙ্গমাতা জেখ ফরেলাতুনরনো মরেে জেনারিল হািপাতাল,রিিােগঞ্জ",৫০,০,০,০,০,০,০,০,০,২৯০,৫,৩৮,আরে,
১০,,"আধুরনক িদি হািপাতাল,েয়পুিহাট",২০,০,০,৬,০,০,০,০,০,৪২২,৭,২৩,আরে,
জমাট,,,২৪৭,৩৮,১৫,৬৮,০,০,০,০,০,৪০৫৫,১৭৮,৪৯৬,৯ টি,
